time,x,y,z,gx,gy,gz,barometer
12.792,-0.61,0.02,0.57,0.50,-0.34,0.06,0.00
12.812,-0.58,0.03,0.64,0.50,-0.34,0.06,0.00
12.859,-0.58,0.03,0.64,-0.20,-1.31,0.02,0.00
12.876,-0.54,0.02,0.75,-0.20,-1.31,0.02,0.00
12.926,-0.54,0.02,0.75,0.37,-1.96,-0.18,0.00
12.939,-0.49,0.07,0.85,0.37,-1.96,-0.18,0.00
12.993,-0.49,0.07,0.85,0.31,-0.93,0.08,0.00
13.061,-0.49,0.07,0.85,-0.29,-1.64,-0.20,0.00
13.066,-0.36,0.11,0.92,-0.29,-1.64,-0.20,0.00
13.127,-0.36,0.11,0.92,-0.68,-1.43,-0.01,0.00
13.13,-0.26,0.03,1.08,-0.68,-1.43,-0.01,0.00
13.193,-0.10,0.01,1.22,-0.68,-1.43,-0.01,0.00
13.195,-0.10,0.01,1.22,-0.34,-2.18,-0.14,0.00
13.257,0.00,0.03,1.36,-0.34,-2.18,-0.14,0.00
13.262,0.00,0.03,1.36,0.03,-2.39,-0.26,0.00
13.321,0.09,-0.01,1.42,0.03,-2.39,-0.26,0.00
13.329,0.09,-0.01,1.42,0.30,-2.09,0.19,0.00
13.384,0.14,0.02,1.46,0.30,-2.09,0.19,0.00
13.396,0.14,0.02,1.46,0.49,-3.29,-0.45,0.00
13.449,0.34,0.12,1.40,0.49,-3.29,-0.45,0.00
13.472,0.34,0.12,1.40,0.19,-2.87,-0.02,0.00
13.514,0.49,0.08,1.23,0.19,-2.87,-0.02,0.00
13.532,0.49,0.08,1.23,1.00,-1.89,0.51,0.00
13.577,0.45,0.13,0.97,1.00,-1.89,0.51,0.00
13.606,0.45,0.13,0.97,1.32,-3.30,-0.27,0.00
13.677,0.56,0.22,0.87,1.32,-3.30,-0.27,0.00
13.683,0.56,0.22,0.87,0.58,-2.90,-0.32,0.00
13.732,0.75,0.24,0.84,0.58,-2.90,-0.32,0.00
13.749,0.75,0.24,0.84,-0.05,-2.62,-0.55,0.00
13.787,0.92,0.29,0.64,-0.05,-2.62,-0.55,0.00
13.806,0.92,0.29,0.64,-0.03,-2.74,0.25,0.00
13.829,0.93,0.25,0.41,-0.03,-2.74,0.25,0.00
13.868,0.93,0.25,0.41,0.05,-2.38,0.36,0.00
13.893,0.87,0.23,0.22,0.05,-2.38,0.36,0.00
13.933,0.87,0.23,0.22,-0.63,-2.68,0.12,0.00
13.956,0.87,0.19,0.04,-0.63,-2.68,0.12,0.00
14.0,0.87,0.19,0.04,-0.56,-2.22,0.27,0.00
14.023,0.87,0.19,-0.11,-0.56,-2.22,0.27,0.00
14.068,0.87,0.19,-0.11,-0.69,-2.02,0.26,0.00
14.084,0.79,0.16,-0.29,-0.69,-2.02,0.26,0.00
14.135,0.79,0.16,-0.29,0.29,-2.40,-0.05,0.00
14.147,0.75,0.07,-0.42,0.29,-2.40,-0.05,0.00
14.202,0.75,0.07,-0.42,0.59,-3.40,0.83,0.00
14.269,0.75,0.07,-0.42,0.41,-1.95,1.02,0.00
14.274,0.76,0.19,-0.47,0.41,-1.95,1.02,0.00
14.336,0.76,0.19,-0.47,0.37,-2.86,1.20,0.00
14.337,0.50,0.06,-0.64,0.37,-2.86,1.20,0.00
14.401,0.38,-0.02,-0.79,0.37,-2.86,1.20,0.00
14.403,0.38,-0.02,-0.79,0.28,-1.61,0.38,0.00
14.465,0.28,-0.07,-0.79,0.28,-1.61,0.38,0.00
14.472,0.28,-0.07,-0.79,0.33,-2.00,0.56,0.00
14.528,0.28,-0.04,-0.81,0.33,-2.00,0.56,0.00
14.539,0.28,-0.04,-0.81,0.01,-1.43,0.18,0.00
14.592,0.13,-0.07,-0.88,0.01,-1.43,0.18,0.00
14.61,0.13,-0.07,-0.88,0.28,-1.45,0.09,0.00
14.656,0.05,-0.08,-0.91,0.28,-1.45,0.09,0.00
14.674,0.05,-0.08,-0.91,0.59,-2.42,0.54,0.00
14.719,-0.07,-0.11,-0.91,0.59,-2.42,0.54,0.00
14.739,-0.07,-0.11,-0.91,0.25,-1.41,-0.07,0.00
14.783,-0.17,-0.15,-0.85,0.25,-1.41,-0.07,0.00
14.806,-0.17,-0.15,-0.85,0.86,-2.15,0.20,0.00
14.847,-0.27,-0.17,-0.78,0.86,-2.15,0.20,0.00
14.874,-0.27,-0.17,-0.78,0.52,-1.50,-0.25,0.00
14.911,-0.38,-0.20,-0.77,0.52,-1.50,-0.25,0.00
14.941,-0.38,-0.20,-0.77,0.42,-1.83,0.24,0.00
14.976,-0.50,-0.27,-0.70,0.42,-1.83,0.24,0.00
15.01,-0.50,-0.27,-0.70,1.01,-1.98,0.10,0.00
15.038,-0.62,-0.31,-0.60,1.01,-1.98,0.10,0.00
15.075,-0.62,-0.31,-0.60,0.68,-2.52,0.94,0.00
15.101,-0.64,-0.27,-0.44,0.68,-2.52,0.94,0.00
15.142,-0.64,-0.27,-0.44,0.43,-0.88,0.46,0.00
15.165,-0.80,-0.21,-0.36,0.43,-0.88,0.46,0.00
15.21,-0.80,-0.21,-0.36,1.18,-2.76,0.10,0.00
15.229,-0.75,-0.21,-0.22,1.18,-2.76,0.10,0.00
15.277,-0.75,-0.21,-0.22,1.41,-2.89,0.59,0.00
15.307,-0.89,-0.31,0.00,1.41,-2.89,0.59,0.00
15.344,-0.89,-0.31,0.00,0.87,-1.32,0.33,0.00
15.411,-0.89,-0.31,0.00,0.91,-0.98,0.51,0.00
15.433,-0.90,-0.20,0.09,0.91,-0.98,0.51,0.00
15.478,-0.90,-0.20,0.09,0.51,-2.10,0.35,0.00
15.484,-0.78,-0.17,0.24,0.51,-2.10,0.35,0.00
15.545,-0.94,-0.09,0.38,0.51,-2.10,0.35,0.00
15.546,-0.94,-0.09,0.38,-0.61,-1.55,-0.21,0.00
15.609,-0.74,-0.30,0.35,-0.61,-1.55,-0.21,0.00
15.611,-0.74,-0.30,0.35,1.23,-1.70,0.15,0.00
15.673,-0.71,-0.13,0.52,1.23,-1.70,0.15,0.00
15.679,-0.71,-0.13,0.52,0.55,-0.52,0.83,0.00
15.736,-0.67,-0.12,0.70,0.55,-0.52,0.83,0.00
15.746,-0.67,-0.12,0.70,0.52,-0.37,1.22,0.00
15.8,-0.84,-0.06,0.62,0.52,-0.37,1.22,0.00
15.813,-0.84,-0.06,0.62,0.24,-1.13,0.81,0.00
15.863,-0.72,0.06,0.77,0.24,-1.13,0.81,0.00
15.88,-0.72,0.06,0.77,-0.35,-1.31,-0.02,0.00
15.927,-0.64,-0.00,0.85,-0.35,-1.31,-0.02,0.00
15.947,-0.64,-0.00,0.85,-0.63,-1.88,-0.51,0.00
15.99,-0.55,-0.13,0.92,-0.63,-1.88,-0.51,0.00
16.014,-0.55,-0.13,0.92,0.26,-1.75,-0.89,0.00
16.054,-0.51,-0.22,1.06,0.26,-1.75,-0.89,0.00
16.082,-0.51,-0.22,1.06,0.36,-2.04,-0.75,0.00
16.117,-0.43,-0.25,1.13,0.36,-2.04,-0.75,0.00
16.149,-0.43,-0.25,1.13,0.04,-2.15,-0.78,0.00
16.181,-0.20,-0.22,1.15,0.04,-2.15,-0.78,0.00
16.216,-0.20,-0.22,1.15,0.29,-1.70,-1.73,0.00
16.245,-0.12,-0.20,1.09,0.29,-1.70,-1.73,0.00
16.283,-0.12,-0.20,1.09,0.42,-1.04,-1.67,0.00
16.308,-0.08,-0.21,1.08,0.42,-1.04,-1.67,0.00
16.35,-0.08,-0.21,1.08,-0.00,-1.71,-1.47,0.00
16.372,0.00,-0.16,1.17,-0.00,-1.71,-1.47,0.00
16.417,0.00,-0.16,1.17,-0.16,-1.31,-1.27,0.00
16.435,0.13,-0.18,1.15,-0.16,-1.31,-1.27,0.00
16.485,0.13,-0.18,1.15,0.10,-0.70,-1.00,0.00
16.5,0.16,-0.17,1.08,0.10,-0.70,-1.00,0.00
16.552,0.16,-0.17,1.08,0.06,-0.67,-1.35,0.00
16.619,0.16,-0.17,1.08,0.28,-0.05,-1.64,0.00
16.627,0.30,-0.03,1.05,0.28,-0.05,-1.64,0.00
16.686,0.30,-0.03,1.05,0.20,0.42,-1.80,0.00
16.69,0.31,0.01,0.96,0.20,0.42,-1.80,0.00
16.757,0.25,0.01,0.86,0.20,0.42,-1.80,0.00
16.759,0.25,0.01,0.86,-0.07,0.03,-1.75,0.00
16.863,0.22,-0.00,0.90,-0.07,0.03,-1.75,0.00
16.885,0.22,-0.00,0.90,-0.25,0.35,-1.60,0.00
16.886,0.16,0.01,0.89,-0.25,0.35,-1.60,0.00
16.901,0.16,0.01,0.89,-0.13,-0.08,-1.53,0.00
16.944,0.17,0.03,0.97,-0.13,-0.08,-1.53,0.00
16.967,0.17,0.03,0.97,-0.12,-0.14,-1.25,0.00
17.009,0.14,0.03,0.91,-0.12,-0.14,-1.25,0.00
17.023,0.14,0.03,0.91,-0.18,0.38,-1.66,0.00
17.09,0.12,0.03,0.91,-0.18,0.38,-1.66,0.00
17.1,0.12,0.03,0.91,-0.25,0.18,-1.42,0.00
17.136,0.11,0.02,0.93,-0.25,0.18,-1.42,0.00
17.159,0.11,0.02,0.93,-0.38,0.22,-1.28,0.00
17.231,0.12,0.00,0.97,-0.38,0.22,-1.28,0.00
17.235,0.12,0.00,0.97,0.03,-0.23,-1.41,0.00
17.262,0.07,0.05,0.94,0.03,-0.23,-1.41,0.00
17.291,0.07,0.05,0.94,-0.30,0.20,-1.05,0.00
17.327,0.07,0.06,0.92,-0.30,0.20,-1.05,0.00
17.401,0.07,0.06,0.92,-0.58,-0.03,-1.08,0.00
17.404,0.05,0.02,0.95,-0.58,-0.03,-1.08,0.00
17.428,0.05,0.02,0.95,-0.45,0.11,-0.84,0.00
17.453,0.02,0.03,0.98,-0.45,0.11,-0.84,0.00
17.503,0.02,0.03,0.98,-0.24,-0.29,-0.77,0.00
17.527,0.05,0.05,0.99,-0.24,-0.29,-0.77,0.00
17.56,0.05,0.05,0.99,-0.10,0.09,-0.80,0.00
17.582,0.03,0.04,0.96,-0.10,0.09,-0.80,0.00
17.65,0.03,0.04,0.96,-0.16,-0.10,-0.66,0.00
17.656,0.05,0.05,0.96,-0.16,-0.10,-0.66,0.00
17.694,0.05,0.05,0.96,-0.05,0.11,-0.65,0.00
17.707,0.09,0.05,0.96,-0.05,0.11,-0.65,0.00
17.785,0.09,0.05,0.96,-0.13,0.09,-0.69,0.00
17.829,0.09,0.05,0.96,-0.05,-0.05,-0.76,0.00
17.835,0.13,0.04,0.98,-0.05,-0.05,-0.76,0.00
17.92,0.13,0.04,0.98,-0.01,0.17,-0.58,0.00
17.934,0.11,0.02,0.95,-0.01,0.17,-0.58,0.00
17.961,0.14,0.03,0.96,-0.01,0.17,-0.58,0.00
17.965,0.14,0.03,0.96,-0.09,-0.17,-0.71,0.00
18.047,0.14,0.02,0.97,-0.09,-0.17,-0.71,0.00
18.057,0.14,0.02,0.97,-0.08,0.26,-0.69,0.00
18.099,0.13,0.02,0.97,-0.08,0.26,-0.69,0.00
18.101,0.13,0.02,0.97,-0.05,-0.26,-0.79,0.00
18.192,0.11,0.03,0.98,-0.05,-0.26,-0.79,0.00
18.197,0.11,0.03,0.98,-0.07,0.13,-0.49,0.00
18.229,0.07,0.03,1.00,-0.07,0.13,-0.49,0.00
18.234,0.07,0.03,1.00,-0.13,-0.09,-0.49,0.00
18.279,0.06,0.04,0.98,-0.13,-0.09,-0.49,0.00
18.306,0.06,0.04,0.98,-0.04,-0.04,-0.33,0.00
18.343,0.07,0.04,0.99,-0.04,-0.04,-0.33,0.00
18.365,0.07,0.04,0.99,-0.26,-0.11,-0.22,0.00
18.407,0.09,0.03,1.02,-0.26,-0.11,-0.22,0.00
18.432,0.09,0.03,1.02,0.04,-0.03,-0.15,0.00
18.47,0.07,0.02,1.01,0.04,-0.03,-0.15,0.00
18.5,0.07,0.02,1.01,0.15,0.00,-0.09,0.00
18.534,0.06,0.03,0.96,0.15,0.00,-0.09,0.00
18.599,0.06,0.03,0.96,-0.08,0.17,0.03,0.00
18.609,0.06,0.05,0.95,-0.08,0.17,0.03,0.00
18.634,0.06,0.05,0.95,-0.16,-0.12,0.02,0.00
18.661,0.09,0.02,1.00,-0.16,-0.12,0.02,0.00
18.701,0.09,0.02,1.00,-0.04,0.08,0.03,0.00
18.731,0.08,0.00,1.00,-0.04,0.08,0.03,0.00
18.768,0.08,0.00,1.00,0.07,-0.01,-0.00,0.00
18.788,0.08,0.03,0.95,0.07,-0.01,-0.00,0.00
18.835,0.08,0.03,0.95,-0.15,-0.09,0.03,0.00
18.864,0.10,0.03,0.99,-0.15,-0.09,0.03,0.00
18.904,0.10,0.03,0.99,-0.15,-0.05,-0.14,0.00
18.915,0.11,0.02,1.02,-0.15,-0.05,-0.14,0.00
18.969,0.11,0.02,1.02,0.08,0.02,0.01,0.00
19.036,0.11,0.02,1.02,0.03,-0.01,-0.15,0.00
19.045,0.11,0.03,0.98,0.03,-0.01,-0.15,0.00
19.104,0.11,0.03,0.98,-0.05,0.18,-0.08,0.00
19.106,0.10,0.03,0.99,-0.05,0.18,-0.08,0.00
19.17,0.10,0.02,1.01,-0.05,0.18,-0.08,0.00
19.172,0.10,0.02,1.01,0.01,0.18,-0.06,0.00
19.233,0.07,0.04,1.04,0.01,0.18,-0.06,0.00
19.238,0.07,0.04,1.04,0.16,-0.03,0.11,0.00
19.298,0.07,0.06,1.02,0.16,-0.03,0.11,0.00
19.306,0.07,0.06,1.02,-0.10,0.13,0.10,0.00
19.36,0.06,0.01,1.02,-0.10,0.13,0.10,0.00
19.372,0.06,0.01,1.02,0.40,0.33,-0.21,0.00
19.424,0.05,0.02,1.02,0.40,0.33,-0.21,0.00
19.439,0.05,0.02,1.02,0.26,0.18,-0.05,0.00
19.487,0.01,0.05,0.95,0.26,0.18,-0.05,0.00
19.508,0.01,0.05,0.95,0.13,0.38,-0.12,0.00
19.574,0.01,0.07,0.96,0.13,0.38,-0.12,0.00
19.583,0.01,0.07,0.96,-0.04,0.41,0.16,0.00
19.614,0.02,0.09,0.96,-0.04,0.41,0.16,0.00
19.642,0.02,0.09,0.96,0.25,0.62,0.03,0.00
19.704,0.01,0.09,0.93,0.25,0.62,0.03,0.00
19.713,0.01,0.09,0.93,-0.07,1.34,0.15,0.00
19.742,-0.04,0.08,0.90,-0.07,1.34,0.15,0.00
19.775,-0.04,0.08,0.90,-0.11,0.87,0.08,0.00
19.807,-0.13,0.06,0.93,-0.11,0.87,0.08,0.00
19.844,-0.13,0.06,0.93,0.10,1.76,0.29,0.00
19.907,-0.16,0.09,0.76,0.10,1.76,0.29,0.00
19.917,-0.16,0.09,0.76,-0.20,1.38,-0.01,0.00
19.932,-0.29,0.10,0.71,-0.20,1.38,-0.01,0.00
19.976,-0.29,0.10,0.71,-0.56,1.24,0.08,0.00
19.998,-0.38,0.05,0.81,-0.56,1.24,0.08,0.00
20.088,-0.38,0.05,0.81,-0.39,1.40,0.12,0.00
20.104,-0.47,0.04,0.56,-0.39,1.40,0.12,0.00
20.115,-0.47,0.04,0.56,-0.51,1.63,0.07,0.00
20.253,-0.47,0.04,0.53,-0.51,1.63,0.07,0.00
20.253,-0.47,0.04,0.53,-0.62,0.90,0.05,0.00
20.254,-0.47,0.04,0.53,-0.39,1.58,-0.01,0.00
20.255,-0.49,0.01,0.57,-0.39,1.58,-0.01,0.00
20.312,-0.49,0.01,0.57,-0.36,0.19,0.00,0.00
20.313,-0.58,-0.01,0.40,-0.36,0.19,0.00,0.00
20.377,-0.66,-0.08,0.46,-0.36,0.19,0.00,0.00
20.379,-0.66,-0.08,0.46,0.20,1.19,0.01,0.00
20.439,-0.73,-0.09,0.41,0.20,1.19,0.01,0.00
20.446,-0.73,-0.09,0.41,-0.06,-2.20,0.09,0.00
20.506,-0.75,-0.08,0.44,-0.06,-2.20,0.09,0.00
20.513,-0.75,-0.08,0.44,-0.49,-0.84,-0.34,0.00
20.567,-0.71,-0.12,0.71,-0.49,-0.84,-0.34,0.00
20.58,-0.71,-0.12,0.71,-0.71,-1.33,-0.03,0.00
20.631,-0.69,-0.18,0.73,-0.71,-1.33,-0.03,0.00
20.647,-0.69,-0.18,0.73,-0.44,-1.97,-0.01,0.00
20.694,-0.63,-0.24,0.79,-0.44,-1.97,-0.01,0.00
20.721,-0.63,-0.24,0.79,-0.53,-2.48,-0.02,0.00
20.758,-0.44,-0.29,1.13,-0.53,-2.48,-0.02,0.00
20.782,-0.44,-0.29,1.13,-0.45,-1.57,-0.40,0.00
20.821,-0.19,-0.37,1.41,-0.45,-1.57,-0.40,0.00
20.855,-0.19,-0.37,1.41,-0.05,-2.59,-0.04,0.00
20.885,-0.02,-0.39,1.46,-0.05,-2.59,-0.04,0.00
20.916,-0.02,-0.39,1.46,-0.37,-3.73,-0.03,0.00
20.949,0.18,-0.35,1.45,-0.37,-3.73,-0.03,0.00
20.983,0.18,-0.35,1.45,0.28,-2.26,-0.29,0.00
21.012,0.28,-0.31,1.20,0.28,-2.26,-0.29,0.00
21.05,0.28,-0.31,1.20,-0.05,-2.49,-0.35,0.00
21.075,0.41,-0.24,1.06,-0.05,-2.49,-0.35,0.00
21.118,0.41,-0.24,1.06,0.21,-2.32,-0.66,0.00
21.139,0.58,-0.20,1.03,0.21,-2.32,-0.66,0.00
21.184,0.58,-0.20,1.03,-0.10,-2.05,-0.64,0.00
21.203,0.59,-0.23,0.91,-0.10,-2.05,-0.64,0.00
21.251,0.59,-0.23,0.91,-0.14,-2.38,-0.42,0.00
21.266,0.80,-0.23,0.93,-0.14,-2.38,-0.42,0.00
21.32,0.80,-0.23,0.93,-0.49,-2.40,-0.55,0.00
21.4,0.80,-0.23,0.93,0.23,-1.58,-0.85,0.00
21.401,0.99,-0.25,0.84,0.23,-1.58,-0.85,0.00
21.453,0.99,-0.25,0.84,0.62,-1.59,-0.70,0.00
21.457,0.99,-0.12,0.67,0.62,-1.59,-0.70,0.00
21.52,0.99,-0.12,0.67,0.40,-1.74,-1.01,0.00
21.522,0.85,0.04,0.41,0.40,-1.74,-1.01,0.00
21.585,0.88,0.07,0.32,0.40,-1.74,-1.01,0.00
21.587,0.88,0.07,0.32,0.38,-1.45,-0.58,0.00
21.648,0.80,0.06,0.15,0.38,-1.45,-0.58,0.00
21.654,0.80,0.06,0.15,-1.23,-1.48,0.48,0.00
21.712,0.92,0.09,0.13,-1.23,-1.48,0.48,0.00
21.722,0.92,0.09,0.13,0.17,-1.31,-0.04,0.00
21.775,0.84,0.01,-0.26,0.17,-1.31,-0.04,0.00
21.789,0.84,0.01,-0.26,1.96,-1.16,-0.75,0.00
21.839,0.87,0.07,-0.09,1.96,-1.16,-0.75,0.00
21.856,0.87,0.07,-0.09,0.46,-1.78,-1.34,0.00
21.902,0.89,0.14,-0.06,0.46,-1.78,-1.34,0.00
21.923,0.89,0.14,-0.06,0.03,-1.31,-0.39,0.00
21.966,0.84,0.18,-0.23,0.03,-1.31,-0.39,0.00
21.99,0.84,0.18,-0.23,-0.49,-1.50,-0.36,0.00
22.029,0.88,0.23,-0.38,-0.49,-1.50,-0.36,0.00
22.057,0.88,0.23,-0.38,-0.37,-1.94,0.05,0.00
22.093,0.86,0.20,-0.51,-0.37,-1.94,0.05,0.00
22.125,0.86,0.20,-0.51,0.12,-1.39,0.51,0.00
22.156,0.66,0.15,-0.66,0.12,-1.39,0.51,0.00
22.191,0.66,0.15,-0.66,0.23,-3.12,0.40,0.00
22.221,0.69,0.14,-0.65,0.23,-3.12,0.40,0.00
22.259,0.69,0.14,-0.65,0.65,-1.58,0.28,0.00
22.284,0.52,0.14,-0.77,0.65,-1.58,0.28,0.00
22.326,0.52,0.14,-0.77,1.02,-3.52,0.12,0.00
22.35,0.46,0.12,-0.82,1.02,-3.52,0.12,0.00
22.393,0.46,0.12,-0.82,0.78,-2.91,0.16,0.00
22.41,0.27,0.04,-0.91,0.78,-2.91,0.16,0.00
22.46,0.27,0.04,-0.91,0.21,-3.39,0.14,0.00
22.48,0.04,-0.02,-0.92,0.21,-3.39,0.14,0.00
22.528,0.04,-0.02,-0.92,0.32,-2.12,-0.05,0.00
22.595,0.04,-0.02,-0.92,0.06,-2.45,-0.17,0.00
22.602,-0.15,-0.06,-0.85,0.06,-2.45,-0.17,0.00
22.662,-0.15,-0.06,-0.85,0.09,-2.62,0.15,0.00
22.665,-0.30,-0.06,-0.65,0.09,-2.62,0.15,0.00
22.738,-0.38,-0.07,-0.73,0.09,-2.62,0.15,0.00
22.744,-0.38,-0.07,-0.73,-0.19,-1.18,-0.11,0.00
22.835,-0.55,-0.10,-0.64,-0.19,-1.18,-0.11,0.00
22.864,-0.55,-0.10,-0.64,1.86,-1.23,0.25,0.00
22.866,-0.65,-0.11,-0.54,1.86,-1.23,0.25,0.00
22.885,-0.65,-0.11,-0.54,0.68,-3.27,0.19,0.00
22.931,-0.69,-0.11,-0.52,0.68,-3.27,0.19,0.00
22.932,-0.69,-0.11,-0.52,0.27,-2.35,-0.07,0.00
22.982,-0.76,-0.13,-0.33,0.27,-2.35,-0.07,0.00
22.997,-0.76,-0.13,-0.33,0.93,-3.28,-0.31,0.00
23.061,-0.82,-0.15,-0.16,0.93,-3.28,-0.31,0.00
23.079,-0.82,-0.15,-0.16,0.83,-2.75,-0.33,0.00
23.111,-0.79,-0.17,-0.02,0.83,-2.75,-0.33,0.00
23.135,-0.79,-0.17,-0.02,0.36,-1.75,-0.86,0.00
23.193,-0.70,-0.19,0.14,0.36,-1.75,-0.86,0.00
23.2,-0.70,-0.19,0.14,0.02,-3.09,-0.44,0.00
23.237,-0.67,-0.25,0.30,0.02,-3.09,-0.44,0.00
23.265,-0.67,-0.25,0.30,0.78,-2.95,-1.03,0.00
23.3,-0.51,-0.26,0.54,0.78,-2.95,-1.03,0.00
23.333,-0.51,-0.26,0.54,1.07,-2.51,-1.33,0.00
23.364,-0.45,-0.35,0.72,1.07,-2.51,-1.33,0.00
23.4,-0.45,-0.35,0.72,0.59,-3.66,-1.69,0.00
23.427,-0.27,-0.50,0.95,0.59,-3.66,-1.69,0.00
23.467,-0.27,-0.50,0.95,1.17,-1.68,-1.93,0.00
23.497,-0.14,-0.53,1.01,1.17,-1.68,-1.93,0.00
23.534,-0.14,-0.53,1.01,-0.19,-0.73,-1.82,0.00
23.555,-0.06,-0.60,1.13,-0.19,-0.73,-1.82,0.00
23.601,-0.06,-0.60,1.13,0.02,-1.01,-1.51,0.00
23.618,0.09,-0.57,1.01,0.02,-1.01,-1.51,0.00
23.668,0.09,-0.57,1.01,1.61,-0.43,-1.82,0.00
23.681,0.10,-0.68,1.10,1.61,-0.43,-1.82,0.00
23.736,0.10,-0.68,1.10,1.54,-0.09,-1.97,0.00
23.802,0.10,-0.68,1.10,0.66,-0.05,-2.06,0.00
23.809,0.05,-0.50,1.21,0.66,-0.05,-2.06,0.00
23.87,0.05,-0.50,1.21,0.39,-0.04,-2.07,0.00
23.872,0.14,-0.42,1.11,0.39,-0.04,-2.07,0.00
23.935,0.10,-0.44,1.12,0.39,-0.04,-2.07,0.00
23.937,0.10,-0.44,1.12,-0.55,-0.32,-1.98,0.00
23.999,0.15,-0.46,1.15,-0.55,-0.32,-1.98,0.00
24.004,0.15,-0.46,1.15,-0.09,0.04,-1.92,0.00
24.063,0.08,-0.47,1.12,-0.09,0.04,-1.92,0.00
24.072,0.08,-0.47,1.12,-0.21,0.24,-1.91,0.00
24.127,0.05,-0.40,1.10,-0.21,0.24,-1.91,0.00
24.14,0.05,-0.40,1.10,-0.18,0.11,-1.86,0.00
24.19,0.01,-0.36,1.07,-0.18,0.11,-1.86,0.00
24.205,0.01,-0.36,1.07,0.50,0.22,-1.75,0.00
24.254,0.04,-0.22,1.07,0.50,0.22,-1.75,0.00
24.273,0.04,-0.22,1.07,-0.22,0.37,-0.96,0.00
24.32,0.10,-0.19,1.10,-0.22,0.37,-0.96,0.00
24.366,0.10,-0.19,1.10,0.04,0.10,-1.42,0.00
24.385,0.05,-0.19,1.09,0.04,0.10,-1.42,0.00
24.409,0.05,-0.19,1.09,0.40,0.48,-1.34,0.00
24.489,0.01,-0.04,1.06,0.40,0.48,-1.34,0.00
24.495,0.01,-0.04,1.06,-0.08,-0.26,-0.79,0.00
24.562,0.05,0.01,1.00,-0.08,-0.26,-0.79,0.00
24.57,0.05,0.01,1.00,-0.19,0.53,-0.75,0.00
24.575,0.08,-0.01,0.97,-0.19,0.53,-0.75,0.00
24.629,0.08,-0.01,0.97,0.08,0.48,-0.63,0.00
24.64,0.02,0.05,0.98,0.08,0.48,-0.63,0.00
24.676,0.02,0.05,0.98,-0.25,-0.03,-0.32,0.00
24.709,0.08,0.05,0.94,-0.25,-0.03,-0.32,0.00
24.743,0.08,0.05,0.94,0.25,0.65,-0.53,0.00
24.763,0.02,0.06,0.95,0.25,0.65,-0.53,0.00
24.811,0.02,0.06,0.95,0.11,0.38,-0.11,0.00
24.827,0.01,0.12,0.86,0.11,0.38,-0.11,0.00
24.952,0.01,0.12,0.86,0.20,-0.17,-0.32,0.00
24.999,0.06,0.12,0.87,0.20,-0.17,-0.32,0.00
25.007,0.06,0.12,0.87,0.24,0.34,-0.08,0.00
25.012,0.06,0.12,0.87,0.23,0.02,-0.22,0.00
25.025,-0.02,0.18,0.85,0.23,0.02,-0.22,0.00
25.078,-0.02,0.18,0.85,0.15,0.09,0.02,0.00
25.08,0.06,0.15,0.85,0.15,0.09,0.02,0.00
